4055709	Clayton Municipal Airport	Clayton Municipal Airport	Clayton Municipal Airport,Robertson Field	31.8842	-85.48462	S	AIRP	US		AL	005			0	131	136	America/Chicago	2011-12-11
4055901	Cloudmont Airpark	Cloudmont Airpark		34.54154	-85.59175	S	AIRP	US		AL	049			0	511	511	America/Chicago	2011-12-11
4056467	Lazy Eight Airpark LLC	Lazy Eight Airpark LLC	Commander Airpark Inc,Lazy Eight Airpark LLC	33.22812	-86.50848	S	AIRP	US		AL	117			0	138	139	America/Chicago	2011-12-11
4056810	Coosa County Airport	Coosa County Airport		33.09734	-86.06386	S	AIRP	US		AL	037			0	284	289	America/Chicago	2006-01-15
4057268	County Line Landing Strip	County Line Landing Strip		31.25962	-85.79216	S	AIRP	US		AL	031			0	98	101	America/Chicago	2006-01-15
4057424	Craig Field Airport	Craig Field Airport	Cahaba Airport,Craig Field Airport,KSEM,SEM	32.34375	-86.98777	S	AIRP	US		AL	047			0	49	44	America/Chicago	2013-03-09
4058182	Dannelly Field	Dannelly Field	Dannelly Field,KMGM,MGM,Montgomery Regional Airport	32.30014	-86.3933	S	AIRP	US		AL	101			0	61	60	America/Chicago	2019-04-04
4058199	Danville Airport	Danville Airport		34.42454	-87.12029	S	AIRP	US		AL	079			0	195	193	America/Chicago	2006-01-15
4058264	Dauphin Island Airport	Dauphin Island Airport	Dauphin Island Airport,Dauphin Island Landing Strip	30.25933	-88.12545	S	AIRP	US		AL	097			0	1	1	America/Chicago	2011-12-11
4058677	Demopolis Municipal Airport	Demopolis Municipal Airport	KDYA	32.46149	-87.95356	S	AIRP	US		AL	091			0	33	32	America/Chicago	2011-12-11
4059103	Dothan Regional Airport	Dothan Regional Airport	DHN,Dothan Airport,Dothan Regional Airport,KDHN	31.32411	-85.4506	S	AIRP	US		AL	045			0	119	125	America/Chicago	2014-10-07
4059166	Double Springs-Winston County Airport	Double Springs-Winston County Airport		34.14297	-87.32954	S	AIRP	US		AL	133			0	229	229	America/Chicago	2017-11-03
4059313	Drummond Airport	Drummond Airport		33.51594	-87.25667	S	AIRP	US		AL	127			0	76	76	America/Chicago	2006-01-15
4059865	East End Meml Hospital Airport	East End Meml Hospital Airport		33.56372	-86.72304	S	AIRP	US		AL	073			0	208	212	America/Chicago	2006-01-15
4060806	Enterprise Municipal Airport	Enterprise Municipal Airport	ETS,KEDN	31.29794	-85.9001	S	AIRP	US		AL	031			0	104	107	America/Chicago	2014-10-07
4060838	Epps Airpark	Epps Airpark		34.86467	-86.7701	S	AIRP	US		AL	089			0	249	249	America/Chicago	2014-10-07
4060997	Eutaw Municipal Airport	Eutaw Municipal Airport		32.82216	-87.86473	S	AIRP	US		AL	063			0	50	51	America/Chicago	2011-12-11
4061014	Evans Airport	Evans Airport		32.70624	-86.12802	S	AIRP	US		AL	051			0	194	194	America/Chicago	2006-01-15
4061244	H L Sonny Callahan Airport	H L Sonny Callahan Airport	Fairhope Municipal Airport,H L Sonny Callahan Airport,KCQF	30.46103	-87.87766	S	AIRP	US		AL	003			0	24	22	America/Chicago	2016-01-16
4062559	Flomaton Airport	Flomaton Airport		31.03049	-87.25182	S	AIRP	US		AL	053			0	70	74	America/Chicago	2011-12-11
4062574	Florala Municipal Airport	Florala Municipal Airport	0J4	31.04594	-86.30963	S	AIRP	US		AL	039			0	97	94	America/Chicago	2020-07-14
4062638	Flying X Ranch Airport	Flying X Ranch Airport	Flying X Airfield,Flying X Ranch Airport,Flying X Ranch Landing Strip	33.15342	-86.84975	S	AIRP	US		AL	117			0	143	141	America/Chicago	2011-12-11
4062652	Foley Municipal Airport	Foley Municipal Airport		30.42932	-87.70196	S	AIRP	US		AL	003			0	21	26	America/Chicago	2014-10-07
4062835	Fort Deposit-Lowndes County Airport	Fort Deposit-Lowndes County Airport		31.97445	-86.59256	S	AIRP	US		AL	085			0	152	150	America/Chicago	2014-10-07
4063111	Frank Sikes Airport	Frank Sikes Airport		31.73853	-86.26143	S	AIRP	US		AL	041			0	92	91	America/Chicago	2011-12-11
4063630	Northeast Alabama Regional Airport	Northeast Alabama Regional Airport	GAD,Gadsden Municipal Airport,KGAD,Northeast Alabama Regional Airport	33.9726	-86.08886	S	AIRP	US		AL	055			0	170	165	America/Chicago	2017-05-07
4063942	Geneva Municipal Airport	Geneva Municipal Airport		31.05225	-85.86339	S	AIRP	US		AL	061			0	30	38	America/Chicago	2011-12-11
4063975	George H Lanier Memorial Hospital Airport	George H Lanier Memorial Hospital Airport		32.82457	-85.16855	S	AIRP	US		AL	017			0	193	191	America/New_York	2010-02-14
4063983	George Downer Airport	George Downer Airport	AIV,KAIV	33.10895	-88.19027	S	AIRP	US		AL	107			0	46	46	America/Chicago	2011-12-11
4064811	Chilton County Airport	Chilton County Airport	Chilton County Airport,Gragg Field,Gragg-Wade Field	32.84946	-86.60984	S	AIRP	US		AL	021			0	172	173	America/Chicago	2017-03-16
4065290	Greensboro Municipal Airport	Greensboro Municipal Airport		32.68434	-87.66117	S	AIRP	US		AL	065			0	52	52	America/Chicago	2011-12-11
4065308	Mac Crenshaw Memorial Airport	Mac Crenshaw Memorial Airport	Greenville Municipal Airport,KPRN,Mac Crenshaw Memorial Airport	31.84771	-86.61434	S	AIRP	US		AL	013			0	135	132	America/Chicago	2014-10-07
4065491	Grove Hill Municipal Airport	Grove Hill Municipal Airport		31.69157	-87.76243	S	AIRP	US		AL	025			0	147	147	America/Chicago	2014-10-07
4065666	Gurley Airport	Gurley Airport		34.70009	-86.38332	S	AIRP	US		AL	089			0	191	190	America/Chicago	2006-01-15
4066687	Hazel Green Airport	Hazel Green Airport		34.91667	-86.64507	S	AIRP	US		AL	089			0	247	248	America/Chicago	2011-12-11
4066722	Headland Municipal Airport	Headland Municipal Airport		31.36258	-85.31146	S	AIRP	US		AL	067			0	108	110	America/Chicago	2014-10-07
4066913	Henry County Hospital Airport	Henry County Hospital Airport		31.56378	-85.2516	S	AIRP	US		AL	067			0	136	141	America/Chicago	2006-01-15
4068141	Horak Airport	Horak Airport	Horak Airport,Horak Field	30.46748	-87.54374	S	AIRP	US		AL	003			0	32	33	America/Chicago	2011-12-11
4068549	Hunt AHP Airport	Hunt AHP Airport	Hunt AHP Airport,Hunt Field,Hunt Heliport	31.3835	-85.58327	S	AIRP	US		AL	045			0	89	93	America/Chicago	2006-01-15
4068627	Huntsville International Airport-Carl T Jones Field	Huntsville International Airport-Carl T Jones Field	HSV,Huntsville International Airport-Carl T Jones Field,Huntsville-Madison Co Jetport-Carl T Jones,KHSV	34.6464	-86.77494	S	AIRP	US		AL	089			0	187	188	America/Chicago	2018-01-30
4068784	Idle Hour Airport	Idle Hour Airport		30.57658	-88.26167	S	AIRP	US		AL	097			0	50	51	America/Chicago	2006-01-15
4069428	Jack Edwards Airport	Jack Edwards Airport	Aeroport Jack Edwards,Aéroport Jack Edwards,GUF,KJKA	30.28772	-87.67864	S	AIRP	US		AL	003			0	4	6	America/Chicago	2014-10-07
4069514	Jackson Municipal Airport	Jackson Municipal Airport		31.47553	-87.894	S	AIRP	US		AL	025			0	12	10	America/Chicago	2014-10-07
4069562	Jacksonville Municipal Airport	Jacksonville Municipal Airport		33.78843	-85.77385	S	AIRP	US		AL	015			0	217	217	America/Chicago	2006-01-15
4069760	Flying J Ranch Airport	Flying J Ranch Airport	Flying J Ranch Airport,Jennings Aeropark	34.39107	-85.66192	S	AIRP	US		AL	049			0	421	417	America/Chicago	2011-12-11
4070710	Kershaw Airport	Kershaw Airport		32.36086	-86.11742	S	AIRP	US		AL	101			0	68	69	America/Chicago	2011-12-11
4071603	Lakeside Airport	Lakeside Airport		33.51205	-86.67749	S	AIRP	US		AL	073			0	171	186	America/Chicago	2006-01-15
4071677	Lamar County Airport	Lamar County Airport		33.84744	-88.11465	S	AIRP	US		AL	075			0	136	137	America/Chicago	2011-12-11
4071766	Lanett Municipal Airport	Lanett Municipal Airport	Lanett Airport,Lanett Municipal Airport	32.81276	-85.23199	S	AIRP	US		AL	017			0	189	192	America/Chicago	2011-12-11
4073772	Louisville AHP Airport	Louisville AHP Airport		31.81683	-85.64994	S	AIRP	US		AL	045			0	117	120	America/Chicago	2006-01-15
4073825	Lowe AHP Airport	Lowe AHP Airport		31.35017	-85.74994	S	AIRP	US		AL	045			0	66	76	America/Chicago	2010-02-14
4074288	Moontown Airport	Moontown Airport	3M5,Madison County Sky Park,Moontown Airport	34.74731	-86.46138	S	AIRP	US		AL	089			0	196	190	America/Chicago	2020-07-14
4074637	Marion County – Rankin Fite Airport	Marion County - Rankin Fite Airport	HAB,KHAB,Marion County Airport,Marion County – Rankin Fite Airport	34.11727	-87.99597	S	AIRP	US		AL	093			0	125	123	America/Chicago	2014-11-02
4075973	Middleton Field	Middleton Field	39J,GZH,KGZH,Middleton Field	31.41639	-87.04541	S	AIRP	US		AL	035			0	74	79	America/Chicago	2017-05-11
4076408	Milton Airport	Milton Airport	Milton Airport,Milton-Otto Field	34.49151	-86.6744	S	AIRP	US		AL	103			0	191	192	America/Chicago	2014-10-07
4076707	Monroe County Airport	Monroe County Airport	KMVC,MVC	31.46329	-87.34934	S	AIRP	US		AL	099			0	128	129	America/Chicago	2014-10-07
4079843	New Horizon Airport	New Horizon Airport		34.12499	-86.63795	S	AIRP	US		AL	043			0	224	221	America/Chicago	2011-12-11
4080496	North Pickens Airport	North Pickens Airport	3MB	33.38228	-88.00819	S	AIRP	US		AL	107			0	70	72	America/Chicago	2016-01-23
4080673	Number One Fire Station Airport	Number One Fire Station Airport		33.51955	-86.81249	S	AIRP	US		AL	073			0	183	184	America/Chicago	2006-01-15
4082733	Perry Airport	Perry Airport		33.50677	-86.82082	S	AIRP	US		AL	073			0	178	181	America/Chicago	2006-01-15
4083005	Piedmont Airport	Piedmont Airport		34.70287	-86.56305	S	AIRP	US		AL	089			0	252	251	America/Chicago	2006-01-15
4084693	Powell Avenue Airport	Powell Avenue Airport		33.53205	-86.76221	S	AIRP	US		AL	073			0	196	195	America/Chicago	2006-01-15
4085120	Pryor Field	Pryor Field	DCU,KDCU,Pryor Field	34.65259	-86.94528	S	AIRP	US		AL	083			0	178	178	America/Chicago	2006-10-29
4085351	Raines Lumber Airport	Raines Lumber Airport		33.49066	-86.85805	S	AIRP	US		AL	073			0	174	175	America/Chicago	2006-01-15
4085526	Red Bay Municipal Airport	Red Bay Municipal Airport		34.4501	-88.15004	S	AIRP	US		AL	059			0	183	186	America/Chicago	2006-01-15
4085813	Reilly AHP Airport	Reilly AHP Airport		33.7501	-85.7833	S	AIRP	US		AL	015			0	221	224	America/Chicago	2010-02-14
4086272	Riviera Airport	Riviera Airport		33.55233	-86.75082	S	AIRP	US		AL	073			0	206	209	America/Chicago	2006-01-15
4086292	Roanoke Municipal Airport	Roanoke Municipal Airport		33.12957	-85.37422	S	AIRP	US		AL	111			0	270	266	America/Chicago	2011-12-11
4086442	Robinson Private Airport	Robinson Private Airport		34.52509	-86.89584	S	AIRP	US		AL	103			0	189	190	America/Chicago	2006-01-15
4087110	Roto Wing Inc Airport	Roto Wing Inc Airport		33.67733	-86.86499	S	AIRP	US		AL	073			0	186	188	America/Chicago	2006-01-15
4087151	Hartselle-Morgan County Regional Airport	Hartselle-Morgan County Regional Airport	Hartselle-Morgan County Regional Airport,Rountree Field	34.40846	-86.9321	S	AIRP	US		AL	103			0	186	181	America/Chicago	2014-10-07
4087185	Roy E. Ray Airport	Roy E. Ray Airport	Roy E Ray Airport,Roy E. Ray Airport	30.45452	-88.21215	S	AIRP	US		AL	097			0	29	31	America/Chicago	2011-12-11
4087482	St Clair County Airport	St Clair County Airport	KPLR,PLR,Saint Clair County Airport,St Clair County Airport	33.55649	-86.2491	S	AIRP	US		AL	115			0	150	143	America/Chicago	2014-10-07
4087510	St Elmo Airport	St Elmo Airport	Saint Elmo Airport,Saint Elmo Landing Field,Saint Elmo Landing Strip,St Elmo Airport	30.50096	-88.27497	S	AIRP	US		AL	097			0	40	42	America/Chicago	2014-10-07
4089067	Sehoy Airport	Sehoy Airport		32.226	-85.46894	S	AIRP	US		AL	011			0	100	99	America/Chicago	2011-12-11
4089552	Shelby County Airport	Shelby County Airport	EET,KEET,Shelby County Airport,Shelby County Airport (Alabama)	33.17817	-86.7836	S	AIRP	US		AL	117			0	171	171	America/Chicago	2019-11-05
4090153	Simmons Airport	Simmons Airport		33.59788	-86.94305	S	AIRP	US		AL	073			0	196	194	America/Chicago	2006-01-15
4090960	South Huntsville Airport	South Huntsville Airport		34.54259	-86.60444	S	AIRP	US		AL	103			0	185	182	America/Chicago	2006-01-15
4091014	Southeast Alabama Medical Center Airport	Southeast Alabama Medical Center Airport		31.21629	-85.36299	S	AIRP	US		AL	069			0	101	107	America/Chicago	2010-02-14
4091868	Stevenson Airport	Stevenson Airport	Stevenson Airport,Stevenson-Bridgeport Municipal Airport	34.88904	-85.80081	S	AIRP	US		AL	071			0	192	194	America/Chicago	2011-12-11
4092205	Styron Airport	Styron Airport		30.40456	-87.72428	S	AIRP	US		AL	003			0	24	26	America/Chicago	2014-10-07
4092399	Sumter Farms and Stock Company Inc Airport	Sumter Farms and Stock Company Inc Airport		32.87263	-88.32114	S	AIRP	US		AL	119			0	58	56	America/Chicago	2006-01-15
4092812	Talladega Municipal Airport	Talladega Municipal Airport	ASN,KASN	33.5714	-86.05235	S	AIRP	US		AL	121			0	159	158	America/Chicago	2014-10-07
4092849	Tallassee Municipal Airport	Tallassee Municipal Airport		32.48347	-85.88329	S	AIRP	US		AL	051			0	65	66	America/Chicago	2006-01-15
4093432	Thomas C Russell Field	Thomas C Russell Field	ALX,KALX,Thomas C Russell Field,Thomas C Russell Field Airport	32.91679	-85.96663	S	AIRP	US		AL	123			0	194	198	America/Chicago	2006-10-29
4094019	Tri Cities Airport	Tri Cities Airport		34.71676	-87.70836	S	AIRP	US		AL	033			0	151	149	America/Chicago	2006-01-15
4094172	Troy Municipal Airport	Troy Municipal Airport	KTOI,TOI	31.86043	-86.01218	S	AIRP	US		AL	109			0	119	118	America/Chicago	2006-10-29
4094473	Tuscaloosa Municipal Airport	Tuscaloosa Municipal Airport	KTCL,TCL,Tuscaloosa Municipal Airport	33.2204	-87.6114	S	AIRP	US		AL	125			0	49	49	America/Chicago	2006-10-29
4095094	University of Alabama Birmingham Airport	University of Alabama Birmingham Airport		33.49733	-86.81471	S	AIRP	US		AL	073			0	189	190	America/Chicago	2006-01-15
4095187	Valley Airport	Valley Airport		32.85235	-85.1605	S	AIRP	US		AL	017			0	173	172	America/Chicago	2006-01-15
4096352	Ware Island Airport	Ware Island Airport		32.94444	-86.51509	S	AIRP	US		AL	037			0	104	105	America/Chicago	2011-12-11
4097268	Wetumpka Municipal Airport	Wetumpka Municipal Airport		32.53032	-86.32915	S	AIRP	US		AL	051			0	59	59	America/Chicago	2014-10-07
4097340	Wheelless Airport	Wheelless Airport		31.22656	-85.4916	S	AIRP	US		AL	069			0	83	91	America/Chicago	2006-01-15
4098227	Wiregrass Hospital Airport	Wiregrass Hospital Airport		31.04962	-85.8916	S	AIRP	US		AL	061			0	49	49	America/Chicago	2006-01-15
4099089	Adams Field	Adams Field	Adams Airfield,Adams Field,Adams Field Airport,Bill and Hillary Clinton National Airport,Bill and Hillary Clinton National Airport/Adams Field,Clinton National Airport,KLIT,LIT,Little Rock Airport,Little Rock National Airport	34.73009	-92.22431	S	AIRP	US		AR	119	90300		0	77	82	America/Chicago	2019-04-04
4099315	Almyra Municipal Airport	Almyra Municipal Airport		34.41581	-91.46523	S	AIRP	US		AR	001	92466		0	64	63	America/Chicago	2017-05-23
4099399	Amos Airport	Amos Airport		35.59461	-91.4316	S	AIRP	US		AR	063	92739		0	69	70	America/Chicago	2017-05-23
4099646	Ark-Mo Airport	Ark-Mo Airport		36.4866	-90.2814	S	AIRP	US		AR	021	92952		0	93	90	America/Chicago	2017-05-23
4100176	Bald Knob Municipal Airport	Bald Knob Municipal Airport		35.29968	-91.55368	S	AIRP	US		AR	145	90096		0	63	63	America/Chicago	2017-05-23
4100538	Batesville Regional Airport	Batesville Regional Airport	BVX,KBVX	35.72591	-91.64736	S	AIRP	US		AR	063	92313		0	142	139	America/Chicago	2017-05-23
4100583	Ozark Regional Airport	Ozark Regional Airport	BPK,Baxter County Regional Airport,KBPK,Ozark Regional Airport,WMH	36.36868	-92.47044	S	AIRP	US		AR	005	91818		0	279	281	America/Chicago	2017-05-23
4100797	Bearce Airport	Bearce Airport		34.52969	-93.53074	S	AIRP	US		AR	097	90729		0	194	194	America/Chicago	2017-05-23
4101079	Bell Ann Plantation Airport	Bell Ann Plantation Airport		36.46673	-90.28344	S	AIRP	US		AR	021	92952		0	92	90	America/Chicago	2017-05-23
4101227	Bennett Landing Strip	Bennett Landing Strip		34.43843	-92.04959	S	AIRP	US		AR	069	90399		0	66	64	America/Chicago	2017-05-23
4101264	Bentonville Municipal Airport	Bentonville Municipal Airport	Bentonville Municipal Airport,KVBT,Louise M Thadden Field,VBT	36.34563	-94.2191	S	AIRP	US		AR	007	93642		0	395	396	America/Chicago	2017-05-23
4101925	Bill Rogers Airport	Bill Rogers Airport	Bill Rogers Airport,Bill Rogers Landing Strip	33.35651	-93.7199	S	AIRP	US		AR	091	93084		0	69	71	America/Chicago	2017-05-23
4101939	Billy Free Municipal Airport	Billy Free Municipal Airport	Billy Free Memorial Airport,Billy Free Municipal Airport	33.88548	-91.53308	S	AIRP	US		AR	041	93051		0	50	51	America/Chicago	2017-05-23
4102416	Blytheville Municipal Airport	Blytheville Municipal Airport	HKA,KHKA	35.94035	-89.83064	S	AIRP	US		AR	093	90783		0	78	75	America/Chicago	2017-05-23
4102563	Bondair Airport	Bondair Airport		35.54682	-92.18565	S	AIRP	US		AR	023	93294		0	151	152	America/Chicago	2017-05-23
4102565	Bondsville Landing Strip	Bondsville Landing Strip		35.63702	-90.24371	S	AIRP	US		AR	093	92226		0	69	66	America/Chicago	2017-05-23
4102609	Boone County Airport	Boone County Airport	HRO,KHRO	36.26146	-93.15462	S	AIRP	US		AR	009	92715		0	410	411	America/Chicago	2017-05-23
4102632	Booneville Municipal Airport	Booneville Municipal Airport		35.1487	-93.86527	S	AIRP	US		AR	083	90405		0	141	143	America/Chicago	2017-05-23
4102912	Breckenridge Airport	Breckenridge Airport	Breckenridge Airport,Breckenridge Landing Field	35.40301	-91.12833	S	AIRP	US		AR	067	90948		0	67	66	America/Chicago	2017-05-23
4102916	Bredlow Farm Airport	Bredlow Farm Airport	Bredlow Airfield,Bredlow Farm Airport	34.55011	-92.09177	S	AIRP	US		AR	119	91731		0	72	72	America/Chicago	2017-05-23
4102918	Bredlow Farm Airport	Bredlow Farm Airport		34.55011	-92.09177	S	AIRP	US		AR	119	91731		0	72	72	America/Chicago	2017-05-23
4104607	Carlisle Municipal Airport	Carlisle Municipal Airport		34.80432	-91.71507	S	AIRP	US		AR	085	90663		0	73	73	America/Chicago	2017-05-23
4104659	Carroll County Airport	Carroll County Airport		36.38312	-93.62119	S	AIRP	US		AR	015	92982		0	365	367	America/Chicago	2017-05-23
4104988	Cedar Creek Ranch Airport	Cedar Creek Ranch Airport		35.12496	-93.47673	S	AIRP	US		AR	149	91293		0	129	130	America/Chicago	2017-05-23
4105436	Sharp County Regional Airport	Sharp County Regional Airport	CKK,Cherokee Village Airport,Cherokee Village Airstrip,KCVK,Sharp County Regional Airport	36.26781	-91.55987	S	AIRP	US		AR	135	90768		0	215	219	America/Chicago	2017-09-23
4105798	Circle S Farms Airport	Circle S Farms Airport		36.22832	-94.03233	S	AIRP	US		AR	007	93628		0	352	353	America/Chicago	2017-05-23
4105827	Clarendon Municipal Airport	Clarendon Municipal Airport		34.64954	-91.39465	S	AIRP	US		AR	095	93216		0	64	64	America/Chicago	2017-05-23
4105886	Clarksville Municipal Airport	Clarksville Municipal Airport	H35	35.4703	-93.43309	S	AIRP	US		AR	071	93447		0	135	136	America/Chicago	2017-05-23
4106079	Clinton Municipal Airport	Clinton Municipal Airport	Clinton Memorial Airport,Clinton Municipal Airport,KCCA	35.59839	-92.45082	S	AIRP	US		AR	141	91200		0	154	156	America/Chicago	2017-05-23
4106696	Corning Municipal Airport	Corning Municipal Airport		36.40423	-90.64793	S	AIRP	US		AR	021	91474		0	88	90	America/Chicago	2017-05-23
4107330	Crystal Lake Airport	Crystal Lake Airport	CYE	36.3436	-94.4434	S	AIRP	US		AR	007	93645		0	356	364	America/Chicago	2017-11-06
4107830	De Witt Municipal Airport	De Witt Municipal Airport		34.26673	-91.30869	S	AIRP	US		AR	001	92085		0	58	59	America/Chicago	2017-05-23
4108087	Dermott Municipal Airport	Dermott Municipal Airport		33.48799	-91.4417	S	AIRP	US		AR	017	90432		0	42	43	America/Chicago	2017-05-23
4108978	Drake Field	Drake Field	Drake Field,Drake Field Airport,FYV,KFYV	36.00508	-94.16993	S	AIRP	US		AR	143	91283		0	377	375	America/Chicago	2017-05-23
4111251	Flying G Ranch Airport	Flying G Ranch Airport		33.69353	-91.38017	S	AIRP	US		AR	041	90831		0	46	45	America/Chicago	2017-05-23
4111252	Flying W Airport	Flying W Airport		33.51223	-94.01553	S	AIRP	US		AR	091	91434		0	80	83	America/Chicago	2017-05-23
4111388	Forrest City Municipal Airport	Forrest City Municipal Airport	FCY,KFCY	34.94279	-90.77427	S	AIRP	US		AR	123	91368		0	75	73	America/Chicago	2017-09-26
4111400	Fort Chaffee Air Force Base (historical)	Fort Chaffee Air Force Base (historical)	CCA,Fort Chaffee Air Force Base	35.30509	-94.32382	S	AIRP	US		AR	131	91320		0	140	143	America/Chicago	2017-05-23
4111420	Fort Smith Municipal Airport	Fort Smith Municipal Airport	FSM,Fort Smith Municipal Airport,Fort Smith Regional Airport,KFSM,South Fort Smith Municipal Airport	35.33648	-94.36744	S	AIRP	US		AR	131	93741		0	137	146	America/Chicago	2017-05-23
4111587	Frank Federer Memorial Airport	Frank Federer Memorial Airport		34.88508	-91.17593	S	AIRP	US		AR	095	90480		0	57	55	America/Chicago	2017-05-23
4112121	Gastons Airport	Gastons Airport	Gaston Landing Strip,Gastons Airport	36.34727	-92.56024	S	AIRP	US		AR	005	91548		0	142	145	America/Chicago	2017-05-23
4112245	Gerrard Airport	Gerrard Airport		34.77149	-90.84039	S	AIRP	US		AR	077	92733		0	63	62	America/Chicago	2017-05-23
4112320	Gillespie Strip	Gillespie Strip	Gillespie Strip,Gillespie Strip Airport	34.17121	-92.696	S	AIRP	US		AR	059	90837		0	150	155	America/Chicago	2017-05-23
4112593	Goodwin Field	Goodwin Field	ELD,Goodwin Field,KELD	33.22069	-92.81322	S	AIRP	US		AR	139	93777		0	78	79	America/Chicago	2017-05-23
4113199	Grider Field	Grider Field	Grider Field,Grider Field Airport,KPBF,PBF	34.17482	-91.93458	S	AIRP	US		AR	069	93783		0	61	62	America/Chicago	2017-05-23
4113438	Fordyce Municipal Airport	Fordyce Municipal Airport	Fordyce Municipal Airport,H L Hopkins Airport	33.84646	-92.36612	S	AIRP	US		AR	039	91146		0	58	61	America/Chicago	2017-05-23
4113654	Hampton Municipal Airport	Hampton Municipal Airport		33.52265	-92.45942	S	AIRP	US		AR	013			0	54	60	America/Chicago	2014-10-07
4113780	Hargrove Airport	Hargrove Airport	Dockery Airfield,Hargrove Airport	34.5126	-91.56402	S	AIRP	US		AR	001	91563		0	61	59	America/Chicago	2017-05-23
4113887	Harrell Field	Harrell Field	CDH,Harrell Field,Harrell Field Airport,KCDH	33.62261	-92.76322	S	AIRP	US		AR	103	90441		0	37	36	America/Chicago	2017-05-23
